"variablename1","gpi","year","corall","obsall","cor001.060","cor011.070","cor021.080","cor031.090","cor041.100","cor051.110","cor061.120","cor071.130","cor081.140","cor091.150","cor101.163","category"
"City: Good, Affordable Housing - DK/RF Gender = Female","Internal Peace",2018,-0.15449976955457,137,0.134841899191195,0.0570944190557078,-0.225633745776369,-0.143039033305594,-0.111563307683063,-0.043189115513031,-0.152123616972535,-0.085665392915824,-0.0868138223952152,-0.118662503487544,-0.176282067593266,"pp-wfg"
"City: Good, Affordable Housing - DK/RF Gender = Male","Internal Peace",2018,-0.218919325739515,137,0.162430195615742,-0.0144850852793492,-0.272499150692466,-0.2103142322212,-0.148735698532761,-0.177126372601129,-0.233865940154066,-0.197422413124723,-0.185150835042671,0.0376627352530793,0.0177401355885272,"pp-wfg"
"City: Good, Affordable Housing - Satisfied Aggregate = Aggregate","Internal Peace",2018,-0.136574749587061,138,-0.207011918203014,-0.129153642686824,0.0384801948518123,-0.0500398462794023,0.0463423300534084,0.0429002757612872,0.0127706180995106,0.135364668383098,0.0054924469313928,-0.103538944137924,-0.0941209975248826,"pp-wfg"
"City: Good, Affordable Housing - Satisfied Gender = Female","Internal Peace",2018,-0.13099928356287,138,-0.182537696454376,-0.11989061902622,0.0239575118565067,-0.0384142547693576,0.0776813841695323,0.0608037928747008,-0.00889159361645591,0.113184809874853,-0.00372262121146747,-0.0984749745307036,-0.107125055425678,"pp-wfg"
"City: Good, Affordable Housing - Satisfied Gender = Male","Internal Peace",2018,-0.136809354621038,138,-0.22098290587365,-0.140554498913797,0.0461433034190839,-0.0675959695027449,-0.00161095449207818,0.0240386452607925,0.0304422185073209,0.153853692786913,0.0244080701172281,-0.0961937164372546,-0.0770278755141296,"pp-wfg"
"City: Quality Healthcare - Dissatisfied Aggregate = Aggregate","Internal Peace",2018,0.535719335698588,137,0.557513874357072,0.509909062283557,0.379326075600616,0.386606920914924,0.174777292525099,0.0625888293669008,-0.113778265805561,-0.166172878638577,0.00712670095286409,0.150098097727571,0.326179971454225,"pp-wfg"
"City: Quality Healthcare - Dissatisfied Gender = Female","Internal Peace",2018,0.490480794619009,137,0.522397396268555,0.479509187824289,0.362182259598056,0.363040801555329,0.143434362768294,0.0325234246080963,-0.148937528358568,-0.207716324897545,-0.0230365952126304,0.157292418732273,0.317863907916115,"pp-wfg"
"City: Quality Healthcare - Dissatisfied Gender = Male","Internal Peace",2018,0.562552409411355,137,0.581642458884572,0.523782852617018,0.386429404002935,0.39712182877459,0.192934326863663,0.0907761645552062,-0.0812177187373078,-0.127672094281416,0.0280050860660328,0.133304420344489,0.325584146190694,"pp-wfg"
"City: Quality Healthcare - DK/RF Aggregate = Aggregate","Internal Peace",2018,-0.0227276521229608,136,0.0925093919509225,0.0573469646996154,-0.00505247288340341,0.00540607152887869,0.0681914408161924,0.00845375896760898,-0.155793391888837,-0.147983242895994,-0.0848971408928042,0.0701399899367691,-0.0011148565281656,"pp-wfg"
"City: Quality Healthcare - DK/RF Gender = Female","Internal Peace",2018,-0.00355704419473375,136,0.0956672063412408,0.112909237724893,0.0318687813010905,0.0328245694130917,0.0697181837378597,0.0403926560474869,-0.101543100685706,-0.0488532951902903,-0.0119310319002154,-0.0470492616799396,-0.142304220887843,"pp-wfg"
"City: Quality Healthcare - DK/RF Gender = Male","Internal Peace",2018,-0.020564038479452,134,0.118474604376153,0.0215553219492814,-0.0584700155691215,-0.0279249674008592,0.0593236169653994,-0.0367144804599128,-0.11431163283102,-0.157229280324573,-0.114862241207716,0.106757190667747,0.042623245151775,"pp-wfg"
"City: Quality Healthcare - Satisfied Aggregate = Aggregate","Internal Peace",2018,-0.50860326056253,137,-0.53802949160369,-0.489563127889703,-0.353263297838299,-0.369066279298214,-0.185175388970326,-0.0619467361844995,0.137795567559314,0.17918702813581,0.00599437725855411,-0.148428986062885,-0.302778086711662,"pp-wfg"
"City: Quality Healthcare - Satisfied Gender = Female","Internal Peace",2018,-0.466043877291165,137,-0.509019262084288,-0.46842530634921,-0.345137492461685,-0.353538105553894,-0.158474948287584,-0.0433865229781041,0.157922770223551,0.208889945304672,0.0249051873331657,-0.141995708498677,-0.278880081565985,"pp-wfg"
"City: Quality Healthcare - Satisfied Gender = Male","Internal Peace",2018,-0.53912289833863,137,-0.553505315828596,-0.4911916598012,-0.349234953928213,-0.371403150836626,-0.205732486986877,-0.0848554686442357,0.10905813548884,0.150253492426593,-0.0137263811865527,-0.147859871912809,-0.319799138625835,"pp-wfg"
"Civil Liberties ","Internal Peace",2018,0.633702536285133,160,0.377256846241885,0.43638423485382,0.439506715522915,0.331598183074787,0.403224449330368,0.235984964937622,0.147498714996717,0.108629835961334,0.132837968303426,0.101001992699558,0.363423449265356,"pp-aro"
"Civil liberties index ","Internal Peace",2018,-0.624218050488396,162,-0.407531683246321,-0.382784122732657,-0.297537868730064,-0.199224659488849,-0.342963421276661,-0.264323957529067,-0.239690218846443,-0.21739218784341,-0.129567080815542,-0.142613940705247,-0.353535531985874,"pp-aro"
"Civil society participation index ","Internal Peace",2018,-0.40231719303665,162,-0.351957653764701,-0.30877377513789,-0.198462528044517,-0.130366656227096,-0.227211701348717,-0.144386319562263,-0.192933516994409,-0.0686224627530438,-0.0149495454149785,-0.0707741392853854,-0.0834972699253544,"pp-aro"
"Claims on central government (annual growth as % of broad money) ","Internal Peace",2018,0.148726807700803,119,0.157968397136689,0.111157274569242,0.0384702299122256,0.00796715429476047,-0.0589519382957763,0.179360999745343,0.0983929901056872,0.189791220293556,0.171768676880209,-0.0443127907261589,-0.0180702872479605,"pp-sbe"
"Claims on central government, etc. (% GDP) ","Internal Peace",2018,-0.0146048434600643,137,-0.158792524112066,-0.083365077913873,0.156546016827276,0.0969060201122251,0.0349719191546627,-0.0421790483803767,-0.125135910772333,-0.171550803485457,0.264915262879732,0.252475994025786,-0.176490911836673,"pp-sbe"
"Claims on private sector (annual growth as % of broad money) ","Internal Peace",2018,-0.0150270310137302,118,-0.119433245616582,0.0661750791798489,0.332162145461126,0.210167292872508,0.0917538351597394,-0.0904338510976682,-0.204525099848848,-0.274974399063086,-0.140209601644552,0.0473806679090565,0.0743383643708361,"pp-sbe"
"Clean elections index ","Internal Peace",2018,-0.642415523610492,162,-0.443492683199925,-0.492365805065581,-0.445262657929494,-0.318676645835067,-0.420214321355699,-0.367129565318484,-0.173381594968449,-0.120861723460087,-0.10100529695948,-0.0175338883690606,-0.284349390785251,"pp-wfg"
"Clientelism Index ","Internal Peace",2018,0.6551361132004,162,0.600138413115647,0.624615617394502,0.450834462132912,0.385573638669521,0.293745298763122,0.174611983360066,-0.0302109230914269,0.195906513354828,0.0777916959807917,0.195642703034869,0.264628636068411,"pp-llc"
"Clothing and footwear, Percentage change, Previous period ","Internal Peace",2018,0.244240929686747,124,0.269288400635441,0.281581907100001,0.177319336628565,0.20868764087659,0.0654811150457599,0.0580882456610354,-0.192974004304863,-0.215576207273562,-0.186970559225438,0.214396432040911,0.200688296868149,"pp-sbe"
"Clothing and footwear, Percentage change, Previous year ","Internal Peace",2018,0.244437574923128,122,0.269288400635441,0.260988317952723,0.166926701897664,0.206530912461665,0.0651366565536401,0.0610015984801941,-0.193997121554062,-0.215576207273562,-0.186970559225438,0.214396432040911,0.200688296868149,"pp-sbe"
"Clothing and footwear, Weight ","Internal Peace",2018,0.00379643188356696,134,0.0653162241801177,-0.0201361542410155,0.161353387513597,0.100573706420369,0.0755247990046217,-0.00597104382432468,-0.102791176986814,-0.187732507167781,-0.0968140986957997,-0.17556805090463,-0.137947147873975,"pp-sbe"
"Clothing and footwear, Weight, Percent ","Internal Peace",2018,0.130157041932594,134,0.26008958205945,0.127929553631096,0.129570107002848,0.213636882296885,0.0201655406158492,0.166369388799355,0.183620936505702,-0.00818236126854834,-0.154389551851777,-0.00214611077973764,-0.184745299888958,"pp-sbe"
"Combined rate of unemployment and potential labour force (LU3) by sex and age -- ILO modelled estimates, November 2018 (%) age = AGE_YTHADULT_Y15-24","Internal Peace",2018,0.13369030828541,162,0.42304992802709,0.382553124066779,0.0869090966108423,0.0083073018576795,-0.191784809677305,-0.0620255009403255,0.126427658642949,0.00358549364000434,-0.164923668634597,-0.11299285840888,0.0554637063019506,"pp-sbe"
"Combined rate of unemployment and potential labour force (LU3) by sex and age -- ILO modelled estimates, November 2018 (%) age = AGE_YTHADULT_YGE15","Internal Peace",2018,0.238584542431773,162,0.446005627634539,0.413144625999804,0.186557370983632,0.0895184098748074,-0.0813598860595469,0.0169963904164783,0.172792958192016,0.00195016014833308,-0.151765162269793,-0.151010170600729,0.0976447050603618,"pp-sbe"
"Combined rate of unemployment and potential labour force (LU3) by sex and age -- ILO modelled estimates, November 2018 (%) age = AGE_YTHADULT_YGE25","Internal Peace",2018,0.185886597344603,162,0.421354818818626,0.36938520487786,0.156497692788461,0.0597748575793682,-0.0850476711049381,0.00535374426153094,0.159940716414409,-0.0175213082860922,-0.136481554512628,-0.177615916085675,0.0555645609531217,"pp-sbe"
"Commercial bank branches (per 100,000 adults) ","Internal Peace",2018,-0.402826615344336,122,-0.080868378015244,0.013291807303529,-0.103142847590537,-0.175168548000917,-0.292861720485555,-0.434084611249472,-0.274851638051515,-0.0420224749164869,-0.0238677874911916,0.111029450205637,-0.198971971739126,"pp-sbe"
"Commercial service exports (current US$) ","Internal Peace",2018,-0.256922664847558,133,-0.106814711492398,-0.22008452688508,-0.210964683297635,-0.158850296976874,-0.157105454896369,0.0842256849645981,0.114637638824613,0.253951135312191,0.0656706505466781,0.0382275354129858,-0.0760799455668131,"pp-sbe"
"Commercial service imports (current US$) ","Internal Peace",2018,-0.249537473723851,133,-0.1874549365808,-0.307973285465597,-0.23499365663191,-0.168795901454912,-0.0493512446975631,0.138729543882522,0.106075326982386,0.0602159241454545,-0.0679291423262289,-0.0960331236778813,-0.0300555997506576,"pp-sbe"
"Common good ","Internal Peace",2018,-0.438701996158002,162,-0.376852898709897,-0.176271622199075,0.0479426934106767,-0.113651248961984,-0.152966155277564,-0.20236023833752,-0.16939937489466,-0.146045601976459,-0.0521890817290218,0.0496190275893143,-0.259635692649426,"pp-wfg"
"Communication ","Internal Peace",2018,-0.0227162474970313,161,0.042083852185106,-0.0342862711357613,-0.14248404034971,-0.225097602832181,-0.234616163506204,-0.106446100804423,0.220912254223893,0.102358613775844,0.0170715344751915,-0.0450389917834018,-0.108777016510963,"pp-ffi"
"Communication, Percentage change, Previous period ","Internal Peace",2018,0.304450434832871,120,0.337205363784282,0.213559148921204,0.165920970888599,0.093631026069654,0.0293932944558428,0.144463682051022,-0.0935464597108396,-0.218610105666967,0.121714379628878,0.0702594303200597,0.0330441697477182,"pp-sbe"
"Communications, computer, etc. (% of service exports, BoP) ","Internal Peace",2018,0.154917158888475,130,-0.356133480707272,-0.258724572682417,0.0300171448768539,0.161653947207745,0.327718620453593,0.325682325907976,0.0880953091559242,-0.0617083195179928,0.134218732035771,-0.0632136247913969,0.167532390797409,"pp-ffi"
"Communications, computer, etc. (% of service imports, BoP) ","Internal Peace",2018,-0.122372784891102,131,-0.310715341276335,-0.183501697489147,0.146429356881967,0.105702722048754,0.0271328970503017,-0.0180108869951087,-0.14529504997508,-0.159425825840671,-0.0981141118004178,-0.0730971470745527,0.113395798418775,"pp-ffi"
"Compliance with high court ","Internal Peace",2018,-0.55893243624089,162,-0.498073945045828,-0.413034698966094,-0.363322500089494,-0.278251777011211,-0.324727485175034,-0.320423855261899,-0.107173011008138,0.0952353896102681,-0.107308233520147,-0.0886646398773457,-0.227074633245139,"pp-wfg"
"Compliance with judiciary ","Internal Peace",2018,-0.582387938851892,162,-0.520518539001566,-0.406950447502014,-0.42519547452493,-0.377777307136168,-0.37601034373285,-0.285146916915456,-0.0803154633168753,0.166756204573729,0.00530424968985359,-0.0384020366930462,-0.25918403438293,"pp-wfg"
"Compulsory education, duration (years) ","Internal Peace",2018,-0.0541229663301991,151,0.0353190422143731,-0.126626036097055,-0.164699651138453,0.0241801684687297,-0.168914296432089,-0.0283620121450468,0.124373101832497,0.101619316996514,-0.00856798788078917,0.336254410255591,-0.0757827178697598,"pp-hlh"
"Compulsory voting ","Internal Peace",2018,-0.00703240903063162,162,0.0685001378946882,-0.0528911532885471,-0.0413543904676386,0.137921501343573,-0.0124920873756646,0.0581515730681956,0.0561212996255668,-0.049355004117607,-0.137019281551641,0.153035043012602,-0.03180822004092,"pp-wfg"
"Computer, communications and other services (% of commercial service exports) ","Internal Peace",2018,-0.0685211515291336,132,-0.233936397968683,-0.483835509278859,-0.510906316343471,-0.300761806391124,-0.122491034785083,0.272800638673058,0.257704234066818,0.231794971016802,0.12640006811946,0.0788854897091096,0.140142670780398,"pp-ffi"
"Computer, communications and other services (% of commercial service imports) ","Internal Peace",2018,-0.4013420847848,132,-0.463795572972704,-0.519126876833584,-0.524735224798684,-0.269018163716063,-0.263444022424295,0.171456475806624,0.0883935999054571,0.116618553031692,0.0199451055218927,-0.0170693601960774,-0.304273346627967,"pp-ffi"
"Conduct regulatory impact assessment ","Internal Peace",2018,-0.48903924017918,155,-0.447912509208351,-0.483117975127341,-0.489470750606638,-0.313433122591303,-0.209544330644002,-0.280451331284057,-0.0574613696206095,0.0895663807611294,-0.0121762589691497,-0.029055758815398,-0.0720914548501381,"pp-sbe"
"Confidence dimension index ","Internal Peace",2018,-0.393910674165334,162,-0.411258218792741,-0.42701530283877,-0.441862912533301,-0.29193027877403,-0.273293994408516,-0.263576441822607,-0.244166635727067,0.0312749322823704,-0.038396026758323,0.0827395190903635,0.131852467219583,"pp-wfg"
"Confidence in Financial Institutions - DK/RF Age = 15-29","Internal Peace",2018,0.112739334669367,122,0.058533805235421,-0.0840983583653481,0.0103167907343123,0.148179776320776,0.143666855411368,0.0616437216377075,-0.00804450077198344,-0.0967485635442573,0.0627035760754553,0.106031770489321,0.104140235284942,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Age = 30-49","Internal Peace",2018,0.34027720278236,131,0.359547956131138,0.386277026054187,0.319888765446407,0.259185075482574,0.397551870605207,0.179277550644067,-0.00713395895934709,-0.196395527952567,0.0508228617248744,-0.0663313032405436,0.137660029545503,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Age = 50+","Internal Peace",2018,0.447835029340943,127,0.452829899064117,0.455092556367036,0.321557542099256,0.178734460935873,0.169994127199884,0.112937627412527,-0.0603477624514579,-0.138915095164575,0.216639046984983,0.0442209204642659,0.23455151483724,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Aggregate = Aggregate","Internal Peace",2018,0.350314545378963,134,0.39501078700514,0.352496219978629,0.212402383408483,0.192344613215119,0.284772807403627,0.122172026620743,-0.0453884813095773,-0.144309713917317,0.087250037788416,0.0396146376167341,0.154199830643188,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Education = Less than tertiary education","Internal Peace",2018,0.180389139001057,132,0.314835312017787,0.28305828536763,0.0710128466900302,0.0882853987576197,0.199374082623855,0.0742187056959745,0.00621207752427183,-0.0954642000011865,-0.0208749878593494,-0.0277275034614302,-0.0143314144067778,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Employment = Not full-time for an employer","Internal Peace",2018,0.309285465960307,134,0.364141641384971,0.305155059449742,0.152169414525101,0.170554141803046,0.239637906869552,0.123292126521675,-0.0550380580594334,-0.163411472203252,0.0632120902664596,0.0557363015594284,0.143022940070133,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Gender = Female","Internal Peace",2018,0.358740527719992,133,0.400234970811561,0.389990486370999,0.244396593803576,0.161532878356834,0.217802168914199,0.101290906473721,-0.0173307090792261,-0.116177665788774,0.0971314187193801,0.051222559682672,0.177572132228659,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Gender = Male","Internal Peace",2018,0.272222152247909,134,0.320643757421221,0.231230278351036,0.105078835639858,0.182781206898124,0.311458079969188,0.167601735453753,-0.0340937605309384,-0.16947469848938,0.0818035785281881,0.0179415643213252,0.0923377484859194,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Life Evaluation = Struggling","Internal Peace",2018,0.312705021458296,133,0.315512702959662,0.299486862029432,0.148293206851675,0.161096981747118,0.35502628645462,0.209804466357093,0.0181571081572555,-0.179143830369958,0.00172931471240236,0.0345617105263479,0.141286956244056,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Marital Status = Married","Internal Peace",2018,0.373480972787441,134,0.41937244189505,0.432403689002392,0.280989229874435,0.186259625620574,0.264537013965216,0.158493941827463,-0.00974288231299665,-0.135617900453458,0.095002618571708,-0.0194869998218155,0.12720480572429,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Marital Status = Not Married","Internal Peace",2018,0.275440651904721,133,0.326900402813556,0.24490036599832,0.125169537718393,0.139679825001239,0.18979556540655,0.0844328480953553,-0.0576554743372491,-0.093417280913968,0.115890166300249,0.097961478601066,0.123301805141084,"pp-sbe"
"Confidence in Financial Institutions - DK/RF Urban / Rural = Rural","Internal Peace",2018,0.332874437539593,130,0.337858616946348,0.310747061219928,0.161174895204766,0.140965575280365,0.272541057276775,0.180003167082035,0.00960228105812109,-0.111341946353072,0.0572454053244622,0.0509706898436091,0.131459843379844,"pp-sbe"
"Confidence in Financial Institutions - No Age = 15-29","Internal Peace",2018,0.0952046588336907,127,0.0859334401035468,-0.137147839181172,-0.237952244726945,-0.0740048357255722,-0.205803191956813,-0.0607193917520549,0.270178133772656,0.0902316609572928,-0.0193863073374301,0.037470029184879,0.160993156971022,"pp-sbe"
"Confidence in Financial Institutions - No Age = 30-49","Internal Peace",2018,0.00368840153560695,134,0.0360423167843207,-0.223378381856739,-0.253905729569988,0.00645390849157267,-0.154420718248704,-0.103871447795207,0.108488194580097,0.0134627089544708,-0.0342179054331449,0.162198729252328,0.196241251948933,"pp-sbe"
"Confidence in Financial Institutions - No Age = 50+","Internal Peace",2018,-0.0417097453751939,128,-0.0260711362396713,-0.218339039541303,-0.228351051731835,0.0274846794859689,-0.139388949476087,-0.128438600767132,0.0212305626577478,-0.00395187271773029,-0.0744119877354237,0.0844292099404124,0.212023681059651,"pp-sbe"
"Confidence in Financial Institutions - No Aggregate = Aggregate","Internal Peace",2018,0.010449493231416,134,0.0403402929065959,-0.219440694241089,-0.260659556821529,-0.0254836104498163,-0.178179453989119,-0.108092344129813,0.141484161120714,0.0267473459634077,-0.0396645254030205,0.107295872794334,0.196869048900602,"pp-sbe"
"Confidence in Financial Institutions - No Education = Less than tertiary education","Internal Peace",2018,0.0471132840770094,133,0.0778323906739606,-0.177867518255581,-0.24202208796446,-0.0139970191341479,-0.129475017267354,-0.106206295959487,0.122921856314316,0.00238336539690606,0.00855435112447948,0.0532032558247585,0.190473302049431,"pp-sbe"
"Confidence in Financial Institutions - No Employment = Not full-time for an employer","Internal Peace",2018,0.00862832201649642,134,0.0358447705564066,-0.231724619267899,-0.254759880001475,-0.0612196652103193,-0.198163054980251,-0.113047868243585,0.127730758955057,0.0370450218837512,0.000396118538467103,0.0810935431485599,0.197479111464589,"pp-sbe"
"Confidence in Financial Institutions - No Gender = Female","Internal Peace",2018,0.0062271823355039,134,0.0417226329585629,-0.221577518400057,-0.25348730627329,-0.0385448558350813,-0.183461731215766,-0.0903663837287466,0.122941420527516,0.0330298405418577,-0.0255664268432504,0.114933451983292,0.168600087208728,"pp-sbe"
"Confidence in Financial Institutions - No Gender = Male","Internal Peace",2018,0.0130027424189577,134,0.0382025094209767,-0.208527408574241,-0.265471204139316,-0.0182277289592429,-0.174116055245974,-0.119726365441034,0.143572100840266,0.0195146599915926,-0.039113327481415,0.0964782721699971,0.218548575352767,"pp-sbe"
"Confidence in Financial Institutions - No Life Evaluation = Struggling","Internal Peace",2018,-0.0497266986109313,134,-0.0217973488447894,-0.256597481602723,-0.273887034107794,-0.0533926805107093,-0.202011128629255,-0.128684893332116,0.125667982772331,0.0295369630457183,-0.0200371885688201,0.0860638792876144,0.158696880810494,"pp-sbe"
"Confidence in Financial Institutions - No Life Evaluation = Thriving","Internal Peace",2018,0.0335462482700964,122,0.110862168469082,-0.118248403662377,-0.162657253711128,0.00110268057740273,-0.250244482574019,-0.15550324908754,0.0593147382920289,-0.0794942291356561,-0.0283142413553581,0.190912827055625,0.306879003541741,"pp-sbe"
"Confidence in Financial Institutions - No Marital Status = Married","Internal Peace",2018,-0.00986950959333047,134,0.0202994494903264,-0.215299014281534,-0.242436058269543,0.0252956813627528,-0.14442935461576,-0.133246081164172,0.0636966312895302,-0.0312397082780038,-0.052096489641621,0.16406264393497,0.221352087245618,"pp-sbe"
"Confidence in Financial Institutions - No Marital Status = Not Married","Internal Peace",2018,0.0300271719521182,134,0.0486104889600404,-0.217588575980295,-0.272664466255302,-0.0699435103178891,-0.210013614990537,-0.0748719620159694,0.197276626390983,0.0744636589408599,-0.0162194102212696,0.0437385720064783,0.17077476530294,"pp-sbe"
"Confidence in Financial Institutions - No Urban / Rural = Rural","Internal Peace",2018,-0.0224870184944852,132,-0.0315654493492103,-0.217934095220566,-0.267271355834894,-0.0214373908271864,-0.199297187432491,-0.12209777320027,0.103742618895229,-0.00198959539729159,-0.0217564187227009,0.116856843719055,0.219472054882951,"pp-sbe"
"Confidence in Financial Institutions - No Urban / Rural = Urban","Internal Peace",2018,0.041527902161643,131,0.0684744723866636,-0.190084735132441,-0.175889174154119,0.0184661118405157,-0.150970924164357,-0.111900991569505,0.169112886149085,0.0130920597325893,-0.0369065297785927,0.0726138882925824,0.153528090498026,"pp-sbe"
"Confidence in Financial Institutions - Yes Age = 15-29","Internal Peace",2018,-0.145305088813934,127,-0.144105640354758,0.114585718115606,0.208962741739805,-0.0109243821367301,0.124340981931708,0.0282160570778474,-0.209785808920596,-0.0381187183110545,-0.00581084936879466,-0.0768242462998951,-0.19139812984176,"pp-sbe"
"Confidence in Financial Institutions - Yes Age = 30-49","Internal Peace",2018,-0.124024561996593,134,-0.13181226908401,0.12143045947979,0.182208634882845,-0.0770812514673293,0.0345538706581974,0.0512179858698798,-0.106365814487071,0.0393202364188745,0.0166387816832062,-0.131948787403397,-0.234699091176779,"pp-sbe"
"Confidence in Financial Institutions - Yes Age = 50+","Internal Peace",2018,-0.151443776292411,128,-0.111550037758204,0.0648017410291127,0.136863815548054,-0.0878333221097877,0.0891812059268441,0.0864444668296367,-0.00613993547769895,0.0432970526380611,-0.026196441728398,-0.108902396423447,-0.318876830977639,"pp-sbe"
"Confidence in Financial Institutions - Yes Aggregate = Aggregate","Internal Peace",2018,-0.125851319494444,134,-0.145894577835968,0.116276929160961,0.206527618604184,-0.0294094351645408,0.0883206364700191,0.0572452582955042,-0.114873673584916,0.0168399164065378,-0.00374150431196474,-0.114906466295298,-0.237270580370135,"pp-sbe"
"Confidence in Financial Institutions - Yes Education = Less than tertiary education","Internal Peace",2018,-0.0946100091265713,133,-0.150304053370829,0.108271914553167,0.218090953197539,-0.0130675866360641,0.0685502311001369,0.0702827513682011,-0.115548845858553,0.0148639631055288,-0.00446730038282114,-0.0421317689569738,-0.171132661245409,"pp-sbe"
"Confidence in Financial Institutions - Yes Employment = Not full-time for an employer","Internal Peace",2018,-0.121516064524562,134,-0.151040771469219,0.126261282917937,0.209916384495037,0.00667383390644447,0.106109974322944,0.057650563309996,-0.0986037762567337,0.00502497926948769,-0.0296673635517347,-0.0983678884133927,-0.233558245107385,"pp-sbe"
"Confidence in Financial Institutions - Yes Gender = Female","Internal Peace",2018,-0.158208486108736,134,-0.175577131127429,0.0806306421921172,0.176689964450312,-0.0220674373567651,0.0928369290319454,0.0436423070150773,-0.0975064842325527,0.0167648052771566,-0.0202451491668705,-0.131279520688758,-0.241447203824926,"pp-sbe"
"Confidence in Financial Institutions - Yes Gender = Male","Internal Peace",2018,-0.0890989835192146,134,-0.114829119462277,0.149948303818117,0.23973650998825,-0.025501286131628,0.0886426221715528,0.0719098617469529,-0.129684978465794,0.017098366625058,0.0058696340378126,-0.10457564031281,-0.231288299504412,"pp-sbe"
"Confidence in Financial Institutions - Yes Life Evaluation = Struggling","Internal Peace",2018,-0.0425032911203915,134,-0.054787583787195,0.183562008055305,0.238167526114757,0.00220798780266971,0.102106216985741,0.0563046877134703,-0.12161671597283,0.0225665448107853,0.0212832762036001,-0.0928895393376268,-0.196954385450782,"pp-sbe"
"Confidence in Financial Institutions - Yes Life Evaluation = Thriving","Internal Peace",2018,-0.0907124464924287,122,-0.196285665465525,0.0368545188134374,0.140297440150527,-0.0741891585014119,0.196118631441802,0.105754458788241,-0.0293487979508017,0.118930911101873,0.0362115016478964,-0.187888835334188,-0.288931491262894,"pp-sbe"
"Confidence in Financial Institutions - Yes Marital Status = Married","Internal Peace",2018,-0.115163248424544,134,-0.123597437691203,0.101543500642358,0.179177818163699,-0.0773799038627651,0.0587920347521359,0.0703699357918464,-0.0588593331876119,0.0674177872549278,0.0154935619065647,-0.150125147776896,-0.255651274843548,"pp-sbe"
"Confidence in Financial Institutions - Yes Marital Status = Not Married","Internal Peace",2018,-0.130023394526051,134,-0.160016026926526,0.132700154115634,0.231665690981782,0.0221969980941289,0.129690486342335,0.0377029537350706,-0.152882125710826,-0.0396948058129472,-0.0305043413665511,-0.0778854231797652,-0.205124889700272,"pp-sbe"
"Confidence in Financial Institutions - Yes Urban / Rural = Rural","Internal Peace",2018,-0.109423180937953,132,-0.089168349118039,0.107794773704595,0.224934185589266,-0.0195685272885119,0.101361436412521,0.0422280792278022,-0.101014139395107,0.0396571774877489,0.00458607313139393,-0.121285795821496,-0.251920914634745,"pp-sbe"
"Confidence in Financial Institutions - Yes Urban / Rural = Urban","Internal Peace",2018,-0.113877473223012,131,-0.155222061794168,0.104285147747974,0.107917947194033,-0.100228269456831,0.0633669224160601,0.0660470264265976,-0.135428733648082,0.0449223709673295,0.0396615852386017,-0.0511404582437721,-0.158430501437129,"pp-sbe"
"Congenital Rubella Syndrome - number of reported cases ","Internal Peace",2018,0.0242978545119447,114,0.199832946864961,0.153644957068755,0.0692059173676621,-0.0215788104145831,0.0307870697299143,-0.0813416616174744,0.0303202486651376,-0.0858843413515129,-0.141515008829033,-0.13202111321294,0.148548201822379,"pp-hlh"
"Consultation on proposed regulations ","Internal Peace",2018,-0.501757193075337,155,-0.389283809867209,-0.420206691122175,-0.34295876390938,-0.15404348084884,-0.108046630942778,-0.310471566114214,-0.201950580919763,-0.170946929449377,-0.107884707627649,0.166849599272065,-0.0755929425697452,"pp-wfg"
"Consumer price index (2010 = 100) ","Internal Peace",2018,0.321997636070748,123,0.36334589818831,0.351256951940039,0.290380311002543,0.21374524190082,-0.016981379309943,-0.0563221160530153,-0.141537992502582,-0.196766345117842,-0.204771697947771,0.105044937693934,0.404416222399291,"pp-sbe"
"Consumer Price Index, All items ","Internal Peace",2018,0.00146261125729354,132,0.0433854751611888,-0.0263803724837754,-0.129859873212489,-0.214758048591534,0.167349098021248,0.211523164968274,0.276889148709795,0.155049568608219,0.0270351038116268,-0.0687460336128893,-0.0913247560158847,"pp-sbe"
"Consumer Price Index, All items, Percentage change, Previous period ","Internal Peace",2018,0.231898658634153,131,0.319564229794984,0.281762287274668,0.14778879153863,0.152999124971765,0.000854104039061723,0.00421379557568134,-0.156285658515535,-0.190130107901663,-0.284455354576577,0.0876187941591809,0.20954042993844,"pp-sbe"
"Consumer Price Index, All items, Percentage change, Previous year ","Internal Peace",2018,0.231960787782996,129,0.319564229794984,0.296510488882307,0.157994333490502,0.161000966323464,0.00165175440172103,-0.00361988435587681,-0.180061385592403,-0.190130107901663,-0.284455354576577,0.0876187941591809,0.20954042993844,"pp-sbe"
